Descripcion,Codigo,Especialidad
"equipo extractor centrifugo con gabinete cfm, "" ca hp",SVE,EQUIPAMIENTO
detector monoxido carbono,SVE,EQUIPAMIENTO
"equipo inyector axial simple entrada cfm, "" ca w",SVE,EQUIPAMIENTO
"equipo extractor axial simple entrada cfm, "" ca w",SVE,EQUIPAMIENTO
"instalacion sistema ventilacion vestibulos, incluye rejillas ductos",SVE,EQUIPAMIENTO
instalacion sistema ventilacion cuarto grupo electrogeno,SVE,EQUIPAMIENTO
"equipo extractor axial para banos con persiana antirretorno cfm, "" ca w",SVE,EQUIPAMIENTO
instalacion equipos para ventilacion banos,SVE,EQUIPAMIENTO
supervision asistencia seguridad salud obra planos as-build protocolos pruebas,SVE,EQUIPAMIENTO
prueba calibracion general del sistema,SVE,EQUIPAMIENTO
sensor humo,SDC,IIEE
pulsador panico,SDC,IIEE
detector temperatura,SDC,IIEE
sirena con luz estroboscopica,SDC,IIEE
instalacion del sistema general deteccion alarmas incluye tablero,SDC,IIEE
ascensor principal (incluye tarjetas proximidad por departamento),ASC,EQUIPAMIENTO
ascensor servicio,ASC,EQUIPAMIENTO
vigas divisorias para ascensores,ASC,EQUIPAMIENTO
instalacion sistema intercomunicacion,COM,IIEE
suministro equipos para sistemas intercomunicacion,COM,IIEE
grupo electrogeno tablero transferencia automatico,COM,IIEE
instalacion grupo electrogeno,COM,IIEE
alimentador: -x mm(f)nxoh + xmm(n)nxoh+mm(t)nh,COM,IIEE
"tuberia pvc-sap electrica mm,clave acesotrios",COM,IIEE
poyo concreto para acelerografo,COM,IIEE
suministro equipo e instalacion configuracion sistema acelerografico,COM,IIEE
"tuberia cobre rigido tipo l - o /""",GAS,EQUIPAMIENTO
"valvula corte general - o /""",GAS,EQUIPAMIENTO
prueba hermeticidad linea interna,GAS,EQUIPAMIENTO
seguridad salud en obra,GAS,EQUIPAMIENTO
pintura para tuberias gnv,GAS,EQUIPAMIENTO
"instalacion puntos /""",GAS,EQUIPAMIENTO
"extractor jet fan cfm """,SVE,EQUIPAMIENTO
pulsador panico,SVE,EQUIPAMIENTO
detector temperatura,SVE,EQUIPAMIENTO
sirena con luz estroboscopica,SVE,EQUIPAMIENTO
caseta obra,OP,ESTRUCTURAS
material inicio obra,OP,ESTRUCTURAS
malla proteccion anticaidas plastico,OP,ESTRUCTURAS
cerco proteccion en obra,OP,ESTRUCTURAS
puerta levadiza,OP,ESTRUCTURAS
mano obra en vereda berma,OP,ESTRUCTURAS
concreto en vereda berma,OP,ESTRUCTURAS
cesped con grass americano (incluye tierra),OP,ESTRUCTURAS
jardin vertical,OP,ESTRUCTURAS
rococho,OP,ESTRUCTURAS
flores,OP,ESTRUCTURAS
demolicion total vivienda,MT,ESTRUCTURAS
eliminacion cimientos,MT,ESTRUCTURAS
muros anclados,MT,ESTRUCTURAS
casco,MT,ESTRUCTURAS
cemento para calzaduras,MT,ESTRUCTURAS
cemento para solados,MT,ESTRUCTURAS
arena para solados,MT,ESTRUCTURAS
alquiler minicargador,MT,ESTRUCTURAS
alquiler excavadora,MT,ESTRUCTURAS
concreto ciclopeo cemento,CS,ESTRUCTURAS
concreto,CS,ESTRUCTURAS
mano obra,CS,ESTRUCTURAS
acero f' = kg/cm,CA,ESTRUCTURAS
ladrillo techo,CA,ESTRUCTURAS
viguetas,CA,ESTRUCTURAS
vigas postensadas,CA,ESTRUCTURAS
junta sismica-tecnopor,CA,ESTRUCTURAS
malla expanded metal,CA,ESTRUCTURAS
curados elementos concreto,CA,ESTRUCTURAS
desmoldante solvente,CA,ESTRUCTURAS
separadores concreto,CA,ESTRUCTURAS
alambres ndeg,CA,ESTRUCTURAS
"clavos ,,""",CA,ESTRUCTURAS
"discos corte ("","","")(madera,concreto,fierro)",CA,ESTRUCTURAS
"picos,lampas,buguis,bateas,cilindros,baldes, reglas",CA,ESTRUCTURAS
encofrado metalico,CA,ESTRUCTURAS
madera para encofrado,CA,ESTRUCTURAS
torre grua,CA,ESTRUCTURAS
pre vigas,CA,ESTRUCTURAS
pre losas,CA,ESTRUCTURAS
transporte madera,CA,ESTRUCTURAS
transporte fierro,CA,ESTRUCTURAS
alquiler almacen,CA,ESTRUCTURAS
andamios,CA,ESTRUCTURAS
remates finales,REVO,ARQUITECTURA
ladrillo king kong,ALB,ARQUITECTURA
ladrillo pastelero,ALB,ARQUITECTURA
columnetas fierro,ALB,ARQUITECTURA
columnetas piedra,ALB,ARQUITECTURA
varios piedra,ALB,ARQUITECTURA
asentado ladrillo-cemento,REVO,ARQUITECTURA
cobertura ladrillo pastelero-cemento,REVO,ARQUITECTURA
solaqueo muros posteriores-cemento,REVO,ARQUITECTURA
solaqueo sotano-cemento,REVO,ARQUITECTURA
solaqueo ascensor-cemento,REVO,ARQUITECTURA
tarrajeo cielo raso semisotano-cemento,REVO,ARQUITECTURA
tarrajeo fachada-cemento,REVO,ARQUITECTURA
tarrajeo ductos-cemento,REVO,ARQUITECTURA
tarrajeo impermeabilizacion jardineras piscinas-cemento,REVO,ARQUITECTURA
tarrajeo impermeabilizacion cisterna pozo desague-cemento,REVO,ARQUITECTURA
tarrajeo muros derrames-cemento,REVO,ARQUITECTURA
tarrajeo cielo raso - cemento,REVO,ARQUITECTURA
contrapiso-cemento,REVO,ARQUITECTURA
columnetas-cemento,REVO,ARQUITECTURA
revestimiento escaleras-cemento,REVO,ARQUITECTURA
remates finales-cemento,REVO,ARQUITECTURA
tarrajeo cielo raso-arena fina,REVO,ARQUITECTURA
tarrajeo muros derrames-arena fina,REVO,ARQUITECTURA
solaqueo muros posteriores-arena fina,REVO,ARQUITECTURA
solaqueo sotano-arena fina,REVO,ARQUITECTURA
solaqueo ascensor-arena fina,REVO,ARQUITECTURA
tarrajeo fachada-arena fina,REVO,ARQUITECTURA
tarrajeo ductos-arena fina,REVO,ARQUITECTURA
tarrajeo impermeabilizacion jardineras piscinas-arena fina,REVO,ARQUITECTURA
tarrajeo impermeabilizacion cisterna pozo desague-arena fina,REVO,ARQUITECTURA
revestimiento escaleras-arena fina,REVO,ARQUITECTURA
tarrajeo cielo raso semisotano-arena fina,REVO,ARQUITECTURA
remates finales-arena fina,REVO,ARQUITECTURA
asentado ladrillos-arena gruesa,ALB,ARQUITECTURA
columnetas-arena gruesa,ALB,ARQUITECTURA
contrapiso-arena gruesa,ALB,ARQUITECTURA
cobertura ladrillo pastelero-arena gruesa,ALB,ARQUITECTURA
remates finales-arena gruesa,ALB,ARQUITECTURA
ladrillo blanco,ALB,ARQUITECTURA
m enchape,PP,ARQUITECTURA
ml zocalo,PP,ARQUITECTURA
escaleras,PP,ARQUITECTURA
adicionales,PP,ARQUITECTURA
piso cocina,PP,ARQUITECTURA
piso lavanderia,PP,ARQUITECTURA
piso dorm servicio,PP,ARQUITECTURA
piso bano servicio,PP,ARQUITECTURA
piso porcelanato madera,PP,ARQUITECTURA
piso bano principal,PP,ARQUITECTURA
piso bano general,PP,ARQUITECTURA
piso bano visita,PP,ARQUITECTURA
piso balcones terrazas,PP,ARQUITECTURA
piso area comun,PP,ARQUITECTURA
piso bano guardian,PP,ARQUITECTURA
porcelanato en escaleras servicio,PP,ARQUITECTURA
porcelanato en escaleras duplex,PP,ARQUITECTURA
porcelanato en piso ingreso,PP,ARQUITECTURA
porcelanato en escalera ingreso,PP,ARQUITECTURA
pared en cocina,PP,ARQUITECTURA
zocalo en cocina,PP,ARQUITECTURA
pared en lavanderia,PP,ARQUITECTURA
zocalo en lavanderia,PP,ARQUITECTURA
zocalo en dorm servicio,PP,ARQUITECTURA
zocalo en bano servicio,PP,ARQUITECTURA
pared en bano servicio,PP,ARQUITECTURA
pared en bano principal,PP,ARQUITECTURA
pared en bano general,PP,ARQUITECTURA
zocalo en balcon terraza,ZC,ARQUITECTURA
pared bano guardian,ZC,ARQUITECTURA
zocalo area comun,ZC,ARQUITECTURA
zocalo en escalera servicio,ZC,ARQUITECTURA
zocalo en escalera duplex,ZC,ARQUITECTURA
zocalo en area ingreso,ZC,ARQUITECTURA
puerta principal enchapada en cedro,PUER,ARQUITECTURA
puerta vaiven cocina,PUER,ARQUITECTURA
puerta lavanderia,PUER,ARQUITECTURA
"puertas enchapado en cedro banos, wc, dorm servicio",PUER,ARQUITECTURA
puertas enchapado en cedro dormitorios,PUER,ARQUITECTURA
puertas contraplacadas en mdf en depositos,PUER,ARQUITECTURA
tapita melamine para tapar medidor agua cajas pase electricas,PUER,ARQUITECTURA
melamine adicional,CLO,ARQUITECTURA
closets melamine m profundidad,CLO,ARQUITECTURA
wc melamine m profundidad,MBA,ARQUITECTURA
mueble melamine cocina bajo,MCO,ARQUITECTURA
mueble melamine cocina alto,MCO,ARQUITECTURA
mueble despensa horno,MCO,ARQUITECTURA
tablero granito en cocinas,TAB,ARQUITECTURA
tablero marmol en banos,TAB,ARQUITECTURA
tablaro granito en recepcion,TAB,ARQUITECTURA
mueble bajo en banos,MBA,ARQUITECTURA
zocalo madera,MBA,ARQUITECTURA
piso bamboo,PP,ARQUITECTURA
escaleras bamboo,PP,ARQUITECTURA
chapas interiores con llave,CERR,ARQUITECTURA
chapas interiores sin llave,CERR,ARQUITECTURA
chapas puertas principales,CERR,ARQUITECTURA
"bisagras aceradas """,CERR,ARQUITECTURA
bisagras vaiven,CERR,ARQUITECTURA
bisagras antipalanca para ptas principales,CERR,ARQUITECTURA
chapas bisagras adicionales,CERR,ARQUITECTURA
pasamanos,CMT,ARQUITECTURA
barandas area comun,CMT,ARQUITECTURA
barandas en departamentos,CMT,ARQUITECTURA
tapas cisterna,CMT,ARQUITECTURA
ganchos para tubos en sotano,CMT,ARQUITECTURA
rejillas en sotano,CMT,ARQUITECTURA
techo sol sombra,CMT,ARQUITECTURA
pintado barandas pasamanos,CMT,ARQUITECTURA
ventanas bano,VMP,ARQUITECTURA
puerta vidrio ingreso (x),VMP,ARQUITECTURA
puertas vidrio,VMP,ARQUITECTURA
vidrio en balcones,VMP,ARQUITECTURA
pasamanos en balcones,VMP,ARQUITECTURA
adicionales,VMP,ARQUITECTURA
"imprimado, empaste manos pintura manos (pared techo dptos)",PINT,ARQUITECTURA
"imprimado, empaste manos pintura manos (area comun)",PINT,ARQUITECTURA
"imprimado, empaste manos pintura manos (fachada)",PINT,ARQUITECTURA
"imprimado, empaste manos pintura manos (ductos)",PINT,ARQUITECTURA
muro posterior,PINT,ARQUITECTURA
sotanos,PINT,ARQUITECTURA
adicionales,PINT,ARQUITECTURA
"temple,imprimante,yeso,sellador,lijas,pintura",PINT,ARQUITECTURA
mezcladora ovalin,ASG,ARQUITECTURA
griferia para agua fria-bano visita,ASG,ARQUITECTURA
griferia para bano servicio,ASG,ARQUITECTURA
mezcladora monocomando para cocinas,ASG,ARQUITECTURA
mezcladora ducha tina monocomando,ASG,ARQUITECTURA
mezcladora para ducha,ASG,ARQUITECTURA
mezcladora para ducha en bano servicio,ASG,ARQUITECTURA
llaves esfericas para agua fria caliente en lavanderia,ASG,ARQUITECTURA
griferias para lavaderos bbq,ASG,ARQUITECTURA
inodoro servicio,ASG,ARQUITECTURA
bowl sobreponer,ASG,ARQUITECTURA
lavatorio ovalin,ASG,ARQUITECTURA
lavatorio con pedestal,ASG,ARQUITECTURA
tina (varias medidas),ASG,ARQUITECTURA
lavadero trebol amazonas,ASG,ARQUITECTURA
lavaderos bbq,ASG,ARQUITECTURA
espejo vidrio nacional mm sin biselar,ASG,ARQUITECTURA
colocacion inodoros,ASG,ARQUITECTURA
colocacion bowl,ASG,ARQUITECTURA
colocacion griferia bowl,ASG,ARQUITECTURA
colocacion ovalines,ASG,ARQUITECTURA
colocacion mezcladora ovalines,ASG,ARQUITECTURA
colocacion lavatorios bano servicio,ASG,ARQUITECTURA
colocacion griferia lavatorios bano servicio,ASG,ARQUITECTURA
colocacion lavadero amazonas,ASG,ARQUITECTURA
colocacion griferia lavadero amazonas,ASG,ARQUITECTURA
colocacion lavadero cocinas,ASG,ARQUITECTURA
colocacion mezcladora lavadero cocinas,ASG,ARQUITECTURA
colocacion lavadero bbq,ASG,ARQUITECTURA
colocacion griferai lavadero bbq,ASG,ARQUITECTURA
colocacion mezcladora ducha tina,ASG,ARQUITECTURA
colocacion mezcladora ducha bano servicio,ASG,ARQUITECTURA
colocacion mezcladora ducha,ASG,ARQUITECTURA
gancho losa,ASG,ARQUITECTURA
papelera,ASG,ARQUITECTURA
asiento para inodoro rapid jet,ASG,ARQUITECTURA
"registros sumideros cromados """,ASG,ARQUITECTURA
"registros sumideros bronce """,ASG,ARQUITECTURA
trampas botella en bano visita,ASG,ARQUITECTURA
luminaria sotano - luminaria tipo industrial x w,ASG,ARQUITECTURA
socket con foco en depositos cuartos basura,ASG,ARQUITECTURA
detectores humo,ASG,ARQUITECTURA
detectores temperatura,ASG,ARQUITECTURA
extractores aire,ASG,ARQUITECTURA
luces emergencia,ASG,ARQUITECTURA
luminaria escalera area comun,ASG,ARQUITECTURA
luminaria en ingreso,ASG,ARQUITECTURA
luminarias en area comun braket,ASG,ARQUITECTURA
sensor movimiento,ASG,ARQUITECTURA
montaje luminarias,ASG,ARQUITECTURA
placas electricas,ASG,ARQUITECTURA
senales seguridad,TVAR,ARQUITECTURA
pintura numeracion estacionamientos,TVAR,ARQUITECTURA
pintura delimitacion estacionamientos,TVAR,ARQUITECTURA
letreros # departamento,TVAR,ARQUITECTURA
letreros # deposito,TVAR,ARQUITECTURA
letreros # pisos,TVAR,ARQUITECTURA
sardinel concreto para duchas,TVAR,ARQUITECTURA
mandil albanileria para tinas,TVAR,ARQUITECTURA
mesas concreto para ovalines,TVAR,ARQUITECTURA
poyos,TVAR,ARQUITECTURA
grass en penthouse e ingreso,TVAR,ARQUITECTURA
rejillas gas,TVAR,ARQUITECTURA
topellantas en estacionamientos,TVAR,ARQUITECTURA
caja madera en valvulas corte,TVAR,ARQUITECTURA
vano drywall en ascensores,TVAR,ARQUITECTURA
drywall en obra,TVAR,ARQUITECTURA
modulo recepcion melamine,TVAR,ARQUITECTURA
pasamanos madera,TVAR,ARQUITECTURA
"puntos agua fria pvc /"" /""",AF,IISS
"llaves paso /"" /""",AF,IISS
llave general,AF,IISS
"red distribucion pvc /""",AF,IISS
"red distribucion pvc "", /"" , "", /""",AF,IISS
nicho llave general,AF,IISS
nicho medidores,AF,IISS
ptos grifos riego,AF,IISS
colocacion grifos riego,AF,IISS
colocacion llaves telescopicas contometros,AF,IISS
"tuberias /""",AF,IISS
"tuberias """,AF,IISS
"llaves paso /""",AF,IISS
"grifos riego /""",AF,IISS
llaves telescopicas para medidores,AF,IISS
"puntos agua caliente cpvc /"" /""",AC,IISS
"red distribucion cpvc /""",AC,IISS
"llaves paso /"" /""",AC,IISS
"tuberias /"" cpvc",AC,IISS
ptos ventilacion,AC,IISS
ptos montante,AC,IISS
"tuberia colgante """,AC,IISS
"tuberia en piso """,AC,IISS
"tuberia montante """,AC,IISS
"tuberia ventilacion """,AC,IISS
"puntos desague pvc-sal """,DES,IISS
"puntos registro """,DES,IISS
"puntos sumidero """,DES,IISS
colocacion registros sumideros,DES,IISS
"tuberia pvc-sal desague """,DES,IISS
"cajas registro "" x """,DES,IISS
excavacion zanja solado,DES,IISS
tuberia colgante,DES,IISS
tuberia enterrada,DES,IISS
ventilacion pozo desague,DES,IISS
tuberia impulsion a caja registro,DES,IISS
"ptos sumideros "" en techos",DES,IISS
"ptos registros "" en techos",DES,IISS
"colocacion sumideros "" en techos",DES,IISS
"colocacion registros "" en techos",DES,IISS
"sombrero ventilacion pvc "", "" """,DES,IISS
"tuberia ventilacion "" pvc bomba sumidero",DES,IISS
cajas desague,DES,IISS
pto rebose,DES,IISS
pto agua ingreso a cisterna,DES,IISS
niple rompe agua,DES,IISS
tuberia agua a cisterna,DES,IISS
"tuberia "" pvc para alimentacion cisterna",DES,IISS
"valvulas /"" para bomba agua",DES,IISS
"valvula esferica """,DES,IISS
valvula compuerta,DES,IISS
"valvula flotadora """,DES,IISS
brida rompeaguas,DES,IISS
"accesorios agua fria, agua caliente desague",DES,IISS
"pegamento agua fria, aga caliente desague",DES,IISS
tuberias extras,DES,IISS
otros (detalles),DES,IISS
sedapal instalacion externa,DES,IISS
bombas agua con sistema presion constante,EQB,IISS
bombas piscina accesorios,EQB,IISS
instalacion bombas agua desague,EQB,IISS
bombas aci (incluye accesorios e instalacion),EQB,IISS
bombas drenaje,EQB,IISS
bomba desague,EQB,IISS
salidas centro luz (techo),SAL,IIEE
salidas spot light,SAL,IIEE
salidas braquete pared,SAL,IIEE
salida para interruptor (secadora),SAL,IIEE
salida para aire forzado,SAL,IIEE
salida para timbre electrico,SAL,IIEE
salida television por cable,SAL,IIEE
salida telefono,SAL,IIEE
salida intercomunicador,SAL,IIEE
salida para electrobombas,SAL,IIEE
punto para poso septico,SAL,IIEE
salida ascensor,SAL,IIEE
salida para montasillas,SAL,IIEE
salida para ascensor carro,SAL,IIEE
punto para generador electrico,SAL,IIEE
salida portero,SAL,IIEE
salida chapa electrica,SAL,IIEE
tablero td- ss,TEL,IIEE
tablero td-,TEL,IIEE
tablero asc,TEL,IIEE
tablero tbd,TEL,IIEE
tablero tba,TEL,IIEE
acometida exterior corriente,CAN,IIEE
acometida exterior telefono,CAN,IIEE
acometida exterior tv movistar,CAN,IIEE
caja pase,CAN,IIEE
entubado montante corriente,CAN,IIEE
entubado montante telefono,CAN,IIEE
montante entubado tv movistar,CAN,IIEE
montante entubado intercomunicador,CAN,IIEE
entubado montante aereo telefono,CAN,IIEE
entubado montante aereo tv movistar,CAN,IIEE
entubado portero intercomunicador,CAN,IIEE
entubado para puerta seccionaria,CAN,IIEE
entubado para chapa electrica,CAN,IIEE
entubado para bomba agua,CAN,IIEE
entubado cuarto maquina ascensor,CAN,IIEE
entubado para pozo septico,CAN,IIEE
entubado para ascensor minusvalido,CAN,IIEE
entubado para ventilacion sotanos,CAN,IIEE
banco medidores f + medidores,CAN,IIEE
cableado del dpto ss al medidor,CEL,IIEE
cableado del dpto al medidor,CEL,IIEE
cableado servicios generales a acometida,CEL,IIEE
cableado ascensor,CEL,IIEE
cableado bomba agua,CEL,IIEE
cableado bomba desague,CEL,IIEE
cableado puerta levadiza,CEL,IIEE
cableado ascensor minusvalido,CEL,IIEE
cableado ventilacion sotanos,CEL,IIEE
pozos a tierra ohm (max) mano obra,SPT,IIEE
cableado linea a tierra pozo al f,SPT,IIEE
cableado del pozo a tierra al edificio,SPT,IIEE
resane tuberias,SPT,IIEE
mantenimiento electrico,SPT,IIEE
fuente intercomunicador,SPT,IIEE
cable mm,CEL,IIEE
pozos a tierra ohm (max) material,SPT,IIEE
conexion pozos al sistema electrico (cable: xmm cu desnudo),SPT,IIEE
prueba pozos a tierra,SPT,IIEE
caja pase (xx),CP,IIEE
tablero departamentos tipo t-,TEL,IIEE
tablero bomba agua tba,TEL,IIEE
tablero bomba desague tbd,TEL,IIEE
tablero aci,TEL,IIEE
tablero ventilacion sotanos,TEL,IIEE
tablero tasc,TEL,IIEE
"tuberia mm pvc sap electrica ("")",CAN,IIEE
"tuberia mm pvc sap electrica ( /"")",CAN,IIEE
"tuberia mm pvc sap electrica (/"")",CAN,IIEE
"accesorios, cajas oct rect",CAN,IIEE
"otros (pegamentos, cintas, hsierra, conectores)",CAN,IIEE
adicional tuberias,CAN,IIEE
adicional cables,CAN,IIEE
central intercomunicadores,BM,IIEE
"material inicio (meneques, tortuga cable vulcanizado)",BM,IIEE
medidor para departamentos,BM,IIEE
medidor trifasico para servicios generales,BM,IIEE
ascensores,ASC,EQUIPAMIENTO
instalaciones gas natural,GAS,EQUIPAMIENTO
"rotomartillo, tronzadora, vibradora, radial, amoladora, winche, taladro rep",EQIM,EQUIPAMIENTO
reparacion equipos,EQIM,EQUIPAMIENTO
sistema aci rociadores,ACI,EQUIPAMIENTO
almacen guardiania,OP,ESTRUCTURAS
alquiler bano portatil,OP,ESTRUCTURAS
transporte vertical materiales,OP,ESTRUCTURAS
cerco metalico plancha acanalada,OP,ESTRUCTURAS
consumo agua potable durante obra,OP,ESTRUCTURAS
instalaciones provisionales energia electrica,OP,ESTRUCTURAS
consumo energia electrica durante obra,OP,ESTRUCTURAS
limpieza terreno,OP,ESTRUCTURAS
movilizacion desmovilizacion maquinaria herramientas,OP,ESTRUCTURAS
"trazo, niveles replanteo preliminar con vallas aisladas",OP,ESTRUCTURAS
trazo replanteo durante proceso obra,OP,ESTRUCTURAS
recursos para respuestas ante emergencia,SEG,ESTRUCTURAS
excavacion eliminacion masiva sotanos,MT,ESTRUCTURAS
excavacion para calzaduras,MT,ESTRUCTURAS
excavacion para cimientos hasta mt terreno normal,MT,ESTRUCTURAS
excavacion para zapatas mt a mt profundidad,MT,ESTRUCTURAS
relleno compactado para estructuras con material propio,MT,ESTRUCTURAS
nivelacion interior apisonado c/equipo,MT,ESTRUCTURAS
acarreos eliminaciones,MT,ESTRUCTURAS
acarreo material excedente (manual) hasta m,MT,ESTRUCTURAS
eliminacion material exedente,MT,ESTRUCTURAS
bases para pisos,MT,ESTRUCTURAS
"base material afirmado "" , con compactadora manual",MT,ESTRUCTURAS
concreto f'c= kg/cm para calzaduras,CS,ESTRUCTURAS
encofrado desencofrado normal para calzaduras,CS,ESTRUCTURAS
concreto f'c= kg/cm para falso cimiento,CS,ESTRUCTURAS
concreto fc= kg/cm + % pg para cimientos corridos,CS,ESTRUCTURAS
concreto cemento-hormigon : para sobrecimientos,CS,ESTRUCTURAS
"falso piso concreto f'c= kg/cm, e= m",CS,ESTRUCTURAS
concreto premezclado f'c= kg/cm para rampas h= cm,CA,ESTRUCTURAS
encofrado desencofrado rampas,CA,ESTRUCTURAS
acero estructural trabajado para rampas,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm para losa piso h= cm,CA,ESTRUCTURAS
acero estructural trabajado para pavimentos,CA,ESTRUCTURAS
encofrado desencofrado normal para zapatas,CA,ESTRUCTURAS
acero estructural trabajado para zapatas,CA,ESTRUCTURAS
acero estructural trabajado para vigas cimentacion,CA,ESTRUCTURAS
encofrado desencofrado normal columnas aisladas,CA,ESTRUCTURAS
acero estructural trabajado para columnas aisladas,CA,ESTRUCTURAS
concreto f'c= kg/cm para columnas confinamiento,CA,ESTRUCTURAS
encofrado desencofrado normal columnas confinamiento,CA,ESTRUCTURAS
acero estructural trabajado para columnas confinamiento,CA,ESTRUCTURAS
"encofrado desencofrado muros, caras, sistema efco",CA,ESTRUCTURAS
acero estructural trabajado para muros,CA,ESTRUCTURAS
concreto premezclado f'c= kg/cm para muros,CA,ESTRUCTURAS
encofrado desencofrado para vigas rectas dinteles,CA,ESTRUCTURAS
encofrado desencofrado para losas macizas,CA,ESTRUCTURAS
acero estructural trabajado para losas macizas,CA,ESTRUCTURAS
encofrado desencofrado losas aligeradas,CA,ESTRUCTURAS
